0,user_id,checkout_page,order_value,purchased,gender,browser,time_on_page
1343,856772,A,23.422,1.0,M,chrome,37.426
1344,911274,A,26.421,1.0,M,safari,51.822
1345,910140,A,24.168,1.0,F,chrome,41.006
1346,837068,A,26.201,1.0,F,firefox,50.765
1347,883435,A,22.580,1.0,F,chrome,33.382
1348,886601,A,NaN,0.0,M,firefox,54.976
1349,890362,A,26.220,1.0,F,firefox,50.856
1350,888667,A,NaN,0.0,M,safari,33.964
1351,863504,A,31.607,1.0,M,chrome,76.715
1352,899334,A,26.350,1.0,F,safari,51.481
1353,914366,A,30.726,1.0,M,chrome,72.486
1354,907708,A,29.001,1.0,F,firefox,64.203
1355,867376,A,NaN,0.0,M,safari,42.734
1356,854446,A,NaN,0.0,M,chrome,40.053
1357,836243,A,23.991,1.0,F,chrome,40.158
1358,855285,A,20.425,1.0,F,chrome,23.040
1359,912976,A,23.260,1.0,M,chrome,36.650
1360,854472,A,NaN,0.0,M,chrome,47.961
1361,891907,A,28.815,1.0,F,chrome,63.311
1362,842294,A,23.068,1.0,M,firefox,35.727
1363,854358,A,27.205,1.0,M,safari,55.585
1364,877033,A,21.869,1.0,M,firefox,29.969
1365,902702,A,23.534,1.0,F,firefox,37.964
1366,850990,A,23.856,1.0,M,safari,39.508
1367,871628,A,NaN,0.0,M,safari,49.462
1368,847524,A,26.143,1.0,F,chrome,50.488
1369,864095,A,27.406,1.0,F,chrome,56.548
1370,884838,A,NaN,0.0,M,firefox,54.250
1371,893571,A,25.608,1.0,F,chrome,47.918
1372,850147,A,NaN,0.0,M,firefox,49.684
1373,895109,A,28.971,1.0,F,chrome,64.062
1374,876408,A,23.723,1.0,F,firefox,38.869
1375,852128,A,NaN,0.0,M,safari,54.297
1376,885709,A,20.480,1.0,F,firefox,23.302
1377,849506,A,26.028,1.0,M,firefox,49.936
1378,865955,A,23.792,1.0,F,firefox,39.201
1379,852082,A,25.006,1.0,M,safari,45.031
1380,905453,A,27.600,1.0,F,safari,57.481
1381,876425,A,25.412,1.0,F,chrome,46.976
1382,906110,A,NaN,0.0,M,safari,55.622
1383,902359,A,28.684,1.0,F,firefox,62.685
1384,871363,A,25.973,1.0,M,firefox,49.669
1385,884880,A,27.928,1.0,F,firefox,59.052
1386,864975,A,24.184,1.0,M,safari,41.081
1387,844230,A,24.979,1.0,F,chrome,44.901
1388,907390,A,NaN,0.0,M,safari,38.729
1389,845688,A,27.607,1.0,F,safari,57.516
1390,878550,A,26.035,1.0,F,chrome,49.969
1391,914211,A,23.732,1.0,F,firefox,38.913
1392,837493,A,25.387,1.0,F,safari,46.856
1393,882673,A,27.604,1.0,M,safari,57.499
1394,852647,A,24.902,1.0,F,firefox,44.529
1395,910166,A,NaN,0.0,M,chrome,33.613
1396,872946,A,25.330,1.0,F,chrome,46.583
1397,853549,A,20.049,1.0,F,chrome,21.233
1398,852053,A,26.922,1.0,M,firefox,54.225
1399,887532,A,23.947,1.0,M,safari,39.944
1400,856708,A,23.827,1.0,F,chrome,39.368
1401,871417,A,27.189,1.0,F,chrome,55.508
1402,865764,A,21.587,1.0,F,safari,28.618
1403,903680,A,29.868,1.0,M,firefox,68.365
1404,873049,A,23.799,1.0,M,firefox,39.237
1405,861989,A,23.692,1.0,F,safari,38.721
1406,893349,A,NaN,0.0,M,firefox,57.255
1407,865869,A,26.772,1.0,M,firefox,53.504
1408,899559,A,31.128,1.0,M,chrome,74.415
1409,864934,A,NaN,0.0,M,safari,42.466
1410,908561,A,24.699,1.0,F,chrome,43.555
1411,871875,A,21.302,1.0,F,chrome,27.248
1412,872084,A,24.170,1.0,F,firefox,41.015
1413,909313,A,23.196,1.0,F,safari,36.343
1414,844663,A,23.878,1.0,M,firefox,39.615
1415,855468,A,NaN,0.0,M,safari,24.070
1416,860478,A,29.152,1.0,F,safari,64.927
1417,902626,A,21.458,1.0,F,firefox,28.001
1418,901866,A,17.994,1.0,F,safari,11.374
1419,912873,A,NaN,0.0,M,chrome,30.739
1420,854270,A,23.490,1.0,F,firefox,37.754
1421,839790,A,22.126,1.0,M,firefox,31.205
1422,872579,A,27.746,1.0,F,firefox,58.180
1423,846390,A,24.655,1.0,F,firefox,43.346
1424,846765,A,NaN,0.0,M,firefox,45.305
1425,914443,A,NaN,0.0,M,chrome,52.325
1426,882850,A,25.715,1.0,F,safari,48.432
1427,876908,A,NaN,0.0,M,safari,56.743
1428,883876,A,22.226,1.0,M,firefox,31.686
1429,896699,A,NaN,0.0,M,safari,38.430
1430,899493,A,26.665,1.0,F,safari,52.992
1431,903928,A,18.664,1.0,M,safari,14.585
1432,894319,A,21.562,1.0,F,firefox,28.498
1433,874019,A,26.252,1.0,M,safari,51.012
1434,885984,A,23.799,1.0,F,safari,39.237
1435,905297,A,27.340,1.0,F,chrome,56.233
1436,863648,A,27.023,1.0,F,safari,54.710
1437,851778,A,22.005,1.0,M,firefox,30.623
1438,876779,A,26.017,1.0,F,safari,49.880
1439,851283,A,28.004,1.0,M,chrome,59.420
1440,877996,A,NaN,0.0,M,firefox,46.769
1441,897804,A,22.556,1.0,F,safari,33.270
1442,882728,A,27.198,1.0,M,safari,55.553
1443,874399,A,26.589,1.0,F,chrome,52.625
1444,839730,A,NaN,0.0,M,firefox,51.511
1445,883987,A,26.790,1.0,F,firefox,53.591
1446,842487,A,17.513,1.0,M,firefox,9.065
1447,902175,A,NaN,0.0,M,firefox,55.571
1448,866944,A,NaN,0.0,M,firefox,66.698
1449,913103,A,26.092,1.0,M,safari,50.240
1450,871121,A,25.482,1.0,F,firefox,47.313
1451,839820,A,26.741,1.0,M,safari,53.357
1452,864647,A,NaN,0.0,M,chrome,49.059
1453,873514,A,26.629,1.0,M,safari,52.821
1454,885165,A,25.004,1.0,F,chrome,45.018
1455,893655,A,NaN,0.0,M,chrome,35.800
1456,867082,A,22.489,1.0,M,firefox,32.948
1457,882851,A,22.505,1.0,M,firefox,33.022
1458,855692,A,21.567,1.0,F,chrome,28.523
1459,849420,A,22.331,1.0,M,chrome,32.187
1460,888970,A,29.403,1.0,F,firefox,66.135
1461,859791,A,26.885,1.0,M,chrome,54.049
1462,908705,A,23.437,1.0,F,firefox,37.500
1463,834537,A,24.024,1.0,M,firefox,40.315
1464,873901,A,NaN,0.0,M,firefox,46.351
1465,876594,A,23.361,1.0,F,chrome,37.133
1466,877891,A,NaN,0.0,M,safari,45.810
1467,878016,A,26.944,1.0,F,chrome,54.331
1468,883426,A,NaN,0.0,M,chrome,44.571
1469,858348,A,25.840,1.0,M,firefox,49.032
1470,853502,A,27.216,1.0,M,firefox,55.638
1471,912997,A,24.320,1.0,M,firefox,41.734
1472,848020,A,NaN,0.0,M,firefox,48.417
1473,886472,A,24.227,1.0,F,firefox,41.287
1474,860106,A,24.929,1.0,F,chrome,44.658
1475,865237,A,24.188,1.0,M,firefox,41.103
1476,846441,A,23.678,1.0,M,chrome,38.654
1477,855526,A,25.434,1.0,M,firefox,47.085
1478,835713,A,26.416,1.0,M,safari,51.799
1479,870192,A,25.366,1.0,F,safari,46.756
1480,849286,A,26.247,1.0,M,firefox,50.985
1481,840298,A,23.155,1.0,F,chrome,36.145
1482,864588,A,21.991,1.0,M,safari,30.555
1483,839970,A,26.043,1.0,F,chrome,50.005
1484,843962,A,26.720,1.0,F,firefox,53.255
1485,912078,A,25.125,1.0,F,chrome,45.598
1486,877601,A,28.370,1.0,F,safari,61.176
1487,912728,A,27.269,1.0,M,chrome,55.892
1488,910913,A,31.701,1.0,F,safari,77.167
1489,890957,A,24.498,1.0,F,safari,42.590
1490,876488,A,22.503,1.0,F,safari,33.014
1491,897622,A,23.150,1.0,F,firefox,36.118
1492,852118,A,23.586,1.0,F,firefox,38.214
1493,910122,A,26.190,1.0,F,safari,50.712
1494,835643,A,19.605,1.0,M,chrome,19.103
1495,841687,A,28.296,1.0,M,firefox,60.823
1496,845091,A,24.402,1.0,M,firefox,42.128
1497,839122,A,24.383,1.0,F,firefox,42.038
1498,883525,A,22.302,1.0,F,chrome,32.048
1499,847817,A,NaN,0.0,M,safari,43.629
1500,860636,A,25.033,1.0,M,safari,45.159
1501,870939,A,24.695,1.0,F,safari,43.537
1502,897412,A,25.848,1.0,F,safari,49.069
1503,857289,A,23.526,1.0,F,chrome,37.924
1504,876039,A,22.760,1.0,F,chrome,34.250
1505,905692,A,26.371,1.0,F,safari,51.580
1506,897412,A,25.247,1.0,M,chrome,46.184
1507,856534,A,25.493,1.0,M,safari,47.366
1508,899924,A,27.648,1.0,M,firefox,57.708
1509,858405,A,22.444,1.0,M,safari,32.729
1510,914116,A,22.862,1.0,M,firefox,34.737
1511,880409,A,28.143,1.0,M,safari,60.087
1512,889961,A,NaN,0.0,M,chrome,27.205
1513,865607,A,21.726,1.0,F,firefox,29.287
1514,839377,A,27.045,1.0,F,safari,54.814
1515,838712,A,25.596,1.0,F,chrome,47.858
1516,843702,A,25.263,1.0,M,safari,46.263
1517,882496,A,NaN,0.0,M,firefox,43.900
1518,845182,A,25.078,1.0,F,chrome,45.375
1519,844903,A,NaN,0.0,M,chrome,43.895
1520,906501,A,28.389,1.0,F,chrome,61.265
1521,871851,A,NaN,0.0,M,firefox,40.222
1522,842674,A,24.597,1.0,F,chrome,43.064
1523,908515,A,29.486,1.0,F,firefox,66.533
1524,856900,A,25.069,1.0,F,safari,45.330
1525,896750,A,30.580,1.0,F,safari,71.784
1526,901588,A,24.738,1.0,F,chrome,43.740
1527,897961,A,28.419,1.0,F,chrome,61.409
1528,834791,A,20.862,1.0,M,chrome,25.136
1529,884918,A,25.384,1.0,M,firefox,46.844
1530,876348,A,21.039,1.0,F,chrome,25.986
1531,880079,A,27.111,1.0,M,firefox,55.133
1532,871124,A,21.968,1.0,M,chrome,30.446
1533,870145,A,25.709,1.0,F,safari,48.405
1534,881076,A,24.295,1.0,F,chrome,41.614
1535,872437,A,22.104,1.0,F,safari,31.102
1536,912030,A,20.952,1.0,F,firefox,25.568
1537,858050,A,23.722,1.0,M,chrome,38.868
1538,872665,A,29.352,1.0,F,safari,65.888
1539,893998,A,24.266,1.0,M,safari,41.478
1540,881494,A,27.293,1.0,M,chrome,56.007
1541,906686,A,24.857,1.0,F,safari,44.315
1542,895336,A,27.192,1.0,M,chrome,55.521
1543,852796,A,20.433,1.0,F,safari,23.077
1544,839835,A,NaN,0.0,M,chrome,40.162
1545,835130,A,27.374,1.0,F,firefox,56.393
1546,902453,A,24.592,1.0,M,firefox,43.041
1547,903637,A,24.784,1.0,M,firefox,43.963
1548,876273,A,23.924,1.0,F,chrome,39.834
1549,905172,A,27.873,1.0,M,safari,58.793
1550,872268,A,NaN,0.0,M,firefox,48.570
1551,841807,A,25.110,1.0,M,chrome,45.528
1552,859465,A,26.608,1.0,M,chrome,52.717
1553,878176,A,NaN,0.0,M,firefox,52.059
1554,867091,A,25.531,1.0,F,safari,47.551
1555,857080,A,28.868,1.0,F,safari,63.564
1556,835681,A,24.849,1.0,M,chrome,44.277
1557,873506,A,25.695,1.0,F,safari,48.337
1558,852479,A,NaN,0.0,M,chrome,37.285
1559,905218,A,NaN,0.0,M,firefox,46.801
1560,838809,A,28.969,1.0,F,chrome,64.053
1561,884984,A,23.392,1.0,F,chrome,37.281
1562,836809,A,22.166,1.0,M,safari,31.397
1563,847040,A,27.492,1.0,F,firefox,56.961
1564,841566,A,NaN,0.0,M,safari,43.215
1565,858165,A,25.240,1.0,F,safari,46.152
1566,898269,A,24.887,1.0,M,safari,44.459
1567,902614,A,25.198,1.0,F,firefox,45.949
1568,909462,A,27.126,1.0,M,safari,55.206
1569,854716,A,22.902,1.0,F,firefox,34.931
1570,881520,A,22.471,1.0,M,safari,32.859
1571,892376,A,25.212,1.0,F,firefox,46.020
1572,884412,A,20.984,1.0,M,firefox,25.723
1573,875248,A,NaN,0.0,M,safari,28.523
1574,881608,A,29.667,1.0,F,firefox,67.400
1575,896371,A,26.894,1.0,F,safari,54.090
1576,893436,A,24.975,1.0,F,chrome,44.879
1577,893208,A,28.095,1.0,M,safari,59.856
1578,861979,A,22.399,1.0,M,chrome,32.513
1579,913776,A,24.211,1.0,M,chrome,41.213
1580,855067,A,26.559,1.0,F,chrome,52.481
1581,875356,A,27.227,1.0,F,chrome,55.688
1582,865724,A,26.282,1.0,M,safari,51.155
1583,841840,A,18.647,1.0,F,chrome,14.505
1584,868029,A,NaN,0.0,M,firefox,33.383
1585,851535,A,26.193,1.0,F,chrome,50.725
1586,851575,A,24.110,1.0,M,firefox,40.729
1587,854620,A,31.351,1.0,F,chrome,75.483
1588,864303,A,27.316,1.0,F,chrome,56.119
1589,910647,A,26.395,1.0,M,chrome,51.697
1590,900036,A,22.208,1.0,M,chrome,31.597
1591,889438,A,NaN,0.0,M,firefox,44.576
1592,874737,A,25.603,1.0,F,chrome,47.894
1593,902345,A,27.819,1.0,F,chrome,58.533
1594,900531,A,27.203,1.0,M,chrome,55.574
1595,856848,A,27.582,1.0,M,chrome,57.396
1596,844810,A,22.690,1.0,F,firefox,33.913
1597,899518,A,28.530,1.0,F,safari,61.946
1598,864515,A,21.549,1.0,F,firefox,28.435
1599,908291,A,NaN,0.0,M,firefox,38.569
1600,837188,A,26.077,1.0,F,chrome,50.169
1601,838184,A,24.625,1.0,F,firefox,43.201
1602,838028,A,22.485,1.0,F,firefox,32.928
1603,868192,A,22.946,1.0,F,safari,35.141
1604,890934,A,21.129,1.0,F,firefox,26.421
1605,891781,A,26.330,1.0,M,firefox,51.384
1606,840825,A,28.151,1.0,F,safari,60.127
1607,867102,A,24.749,1.0,M,firefox,43.795
1608,908842,A,23.999,1.0,F,firefox,40.196
1609,880894,A,21.319,1.0,M,firefox,27.332
1610,911576,A,NaN,0.0,M,safari,55.958
1611,898185,A,30.528,1.0,M,safari,71.536
1612,884110,A,20.506,1.0,M,firefox,23.431
1613,869865,A,22.341,1.0,F,firefox,32.239
1614,841540,A,23.301,1.0,F,safari,36.845
1615,885047,A,23.589,1.0,M,safari,38.228
1616,907734,A,NaN,0.0,M,chrome,47.728
1617,839140,A,29.036,1.0,M,chrome,64.371
1618,909870,A,27.521,1.0,M,safari,57.103
1619,872520,A,26.319,1.0,M,chrome,51.331
1620,907823,A,23.190,1.0,F,chrome,36.313
1621,845813,A,22.201,1.0,F,chrome,31.564
1622,858570,A,23.008,1.0,M,safari,35.439
1623,882206,A,NaN,0.0,M,safari,63.577
1624,861148,A,24.846,1.0,F,firefox,44.259
1625,912383,A,23.883,1.0,M,safari,39.638
1626,859478,A,24.541,1.0,F,chrome,42.795
1627,883326,A,27.062,1.0,M,firefox,54.895
1628,912218,A,21.718,1.0,F,safari,29.246
1629,889817,A,28.537,1.0,F,chrome,61.978
1630,867638,A,25.391,1.0,M,safari,46.878
1631,860608,A,24.459,1.0,F,safari,42.404
1632,862755,A,26.107,1.0,M,safari,50.314
1633,874715,A,25.546,1.0,M,chrome,47.621
1634,898670,A,NaN,0.0,M,chrome,40.870
1635,871789,A,24.368,1.0,F,chrome,41.967
1636,873456,A,22.828,1.0,F,safari,34.574
1637,888368,A,26.641,1.0,F,chrome,52.877
1638,903473,A,NaN,0.0,M,firefox,38.616
1639,886265,A,NaN,0.0,M,chrome,33.525
1640,898732,A,25.415,1.0,M,chrome,46.990
1641,853072,A,NaN,0.0,M,chrome,60.950
1642,877748,A,24.879,1.0,M,firefox,44.420
1643,838066,A,23.480,1.0,M,firefox,37.703
1644,892730,A,26.010,1.0,F,chrome,49.847
1645,906072,A,29.842,1.0,M,chrome,68.241
1646,910175,A,21.370,1.0,F,safari,27.577
1647,875233,A,NaN,0.0,M,safari,49.586
1648,864452,A,25.513,1.0,M,safari,47.461
1649,838858,A,27.904,1.0,M,firefox,58.938
1650,906853,A,27.477,1.0,F,firefox,56.891
1651,843637,A,24.533,1.0,F,firefox,42.759
1652,889365,A,20.789,1.0,F,firefox,24.786
1653,857607,A,27.016,1.0,F,firefox,54.679
1654,856795,A,22.912,1.0,F,firefox,34.978
1655,876476,A,NaN,0.0,M,chrome,33.639
1656,893156,A,27.871,1.0,M,chrome,58.780
1657,859507,A,22.723,1.0,F,chrome,34.070
1658,892084,A,28.507,1.0,F,firefox,61.834
1659,893352,A,25.840,1.0,F,chrome,49.030
1660,907507,A,25.798,1.0,M,firefox,48.829
1661,873063,A,25.768,1.0,M,chrome,48.687
1662,841697,A,NaN,0.0,M,safari,25.339
1663,894359,A,20.559,1.0,F,chrome,23.683
1664,896360,A,NaN,0.0,M,firefox,47.587
1665,910217,A,NaN,0.0,M,firefox,51.816
1666,908412,A,25.207,1.0,F,firefox,45.991
1667,840419,A,NaN,0.0,M,chrome,35.142
1668,863646,A,25.047,1.0,F,safari,45.227
1669,867868,A,24.795,1.0,M,safari,44.016
1670,835471,A,22.607,1.0,F,firefox,33.514
1671,877990,A,NaN,0.0,M,safari,57.168
1672,851413,A,NaN,0.0,M,safari,24.237
1673,838973,A,26.472,1.0,M,safari,52.065
1674,896520,A,25.961,1.0,M,safari,49.612
1675,904885,A,27.524,1.0,F,safari,57.117
1676,886257,A,22.487,1.0,F,chrome,32.936
1677,891627,A,25.254,1.0,F,safari,46.217
1678,861122,A,30.428,1.0,F,safari,71.054
1679,880140,A,26.655,1.0,M,firefox,52.945
1680,838738,A,25.251,1.0,F,chrome,46.207
1681,889073,A,NaN,0.0,M,safari,51.470
1682,848663,A,25.215,1.0,M,chrome,46.034
1683,840486,A,NaN,0.0,M,safari,71.291
1684,912512,A,27.459,1.0,F,firefox,56.804
1685,840372,A,NaN,0.0,M,safari,43.973
1686,840752,A,NaN,0.0,M,safari,48.028
1687,864065,A,24.023,1.0,F,chrome,40.310
1688,854605,A,28.025,1.0,M,firefox,59.518
1689,892249,A,21.485,1.0,M,firefox,28.127
1690,890618,A,20.988,1.0,F,chrome,25.743
1691,875602,A,28.647,1.0,M,firefox,62.505
1692,852504,A,30.383,1.0,F,safari,70.837
1693,898793,A,26.171,1.0,F,chrome,50.620
1694,910680,A,25.282,1.0,F,firefox,46.353
1695,841168,A,26.643,1.0,F,chrome,52.887
1696,892502,A,23.382,1.0,F,chrome,37.235
1697,890126,A,25.428,1.0,F,safari,47.055
1698,875569,A,NaN,0.0,M,firefox,45.467
1699,842498,A,26.566,1.0,M,chrome,52.519
1700,836604,A,NaN,0.0,M,firefox,26.304
1701,850795,A,23.732,1.0,F,firefox,38.916
1702,875431,A,27.112,1.0,F,firefox,55.140
1703,869808,A,23.311,1.0,M,chrome,36.893
1704,897033,A,22.517,1.0,F,safari,33.080
1705,887672,A,30.105,1.0,F,chrome,69.505
1706,858505,A,25.095,1.0,M,firefox,45.457
1707,886641,A,23.553,1.0,F,chrome,38.053
1708,889522,A,20.769,1.0,M,firefox,24.692
1709,875498,A,26.823,1.0,M,safari,53.752
1710,847083,A,26.748,1.0,F,chrome,53.390
1711,840263,A,24.253,1.0,F,safari,41.415
1712,900739,A,22.244,1.0,M,safari,31.773
1713,841726,A,24.939,1.0,F,firefox,44.705
1714,837000,A,22.910,1.0,F,firefox,34.970
1715,909876,A,NaN,0.0,M,safari,33.695
1716,912355,A,24.742,1.0,F,firefox,43.761
1717,873728,A,22.372,1.0,M,safari,32.383
1718,871138,A,NaN,0.0,M,firefox,47.960
1719,836591,A,26.520,1.0,F,safari,52.296
1720,849866,A,22.901,1.0,F,chrome,34.924
1721,896963,A,21.579,1.0,F,firefox,28.581
1722,843438,A,28.903,1.0,F,safari,63.735
1723,852055,A,22.649,1.0,F,safari,33.717
1724,900540,A,23.350,1.0,M,chrome,37.081
1725,874938,A,25.533,1.0,F,chrome,47.556
1726,851054,A,26.498,1.0,M,chrome,52.192
1727,835507,A,NaN,0.0,M,chrome,41.924
1728,897945,A,26.152,1.0,M,safari,50.530
1729,872934,A,23.998,1.0,M,safari,40.188
1730,836828,A,22.572,1.0,F,chrome,33.346
1731,891322,A,28.566,1.0,M,firefox,62.116
1732,868094,A,31.221,1.0,M,firefox,74.861
1733,848707,A,29.240,1.0,F,safari,65.352
1734,875352,A,25.355,1.0,F,chrome,46.702
1735,900458,A,NaN,0.0,M,chrome,67.001
1736,874714,A,25.889,1.0,F,chrome,49.268
1737,894809,A,23.807,1.0,F,chrome,39.273
1738,849439,A,26.166,1.0,F,firefox,50.597
1739,894378,A,24.764,1.0,F,firefox,43.867
1740,907107,A,NaN,0.0,M,firefox,33.203
1741,902449,A,22.754,1.0,M,safari,34.220
1742,852942,A,27.005,1.0,M,firefox,54.625
1743,882509,A,20.384,1.0,F,firefox,22.842
1744,841403,A,26.510,1.0,F,chrome,52.250
1745,840576,A,20.926,1.0,F,firefox,25.445
1746,886136,A,19.697,1.0,F,firefox,19.546
1747,879156,A,20.403,1.0,F,chrome,22.934
1748,898196,A,29.917,1.0,M,chrome,68.601
1749,877927,A,24.509,1.0,F,safari,42.645
1750,850976,A,25.216,1.0,M,chrome,46.039
1751,845754,A,28.548,1.0,F,safari,62.031
1752,866568,A,27.335,1.0,F,safari,56.210
1753,902096,A,21.521,1.0,F,safari,28.302
1754,854649,A,NaN,0.0,M,chrome,55.428
1755,871443,A,25.460,1.0,M,safari,47.210
1756,837413,A,NaN,0.0,M,chrome,40.900
1757,848532,A,25.061,1.0,F,chrome,45.291
1758,901147,A,28.200,1.0,F,safari,60.358
1759,876955,A,22.785,1.0,M,chrome,34.368
1760,872286,A,26.002,1.0,F,safari,49.811
1761,889289,A,NaN,0.0,M,firefox,44.884
1762,893662,A,20.507,1.0,F,safari,23.434
1763,878691,A,22.994,1.0,F,chrome,35.373
1764,888828,A,25.483,1.0,F,safari,47.319
1765,850269,A,28.243,1.0,F,safari,60.568
1766,903784,A,27.503,1.0,M,firefox,57.016
1767,875677,A,26.493,1.0,F,safari,52.167
1768,851364,A,22.962,1.0,F,firefox,35.217
1769,883845,A,29.503,1.0,F,safari,66.615
1770,879369,A,25.538,1.0,F,firefox,47.583
1771,867297,A,22.484,1.0,M,firefox,32.924
1772,861548,A,NaN,0.0,M,chrome,42.805
1773,884671,A,NaN,0.0,M,firefox,55.755
1774,836208,A,25.019,1.0,M,safari,45.091
1775,904767,A,27.217,1.0,F,safari,55.642
1776,891954,A,27.759,1.0,M,safari,58.244
1777,891053,A,26.001,1.0,F,chrome,49.806
1778,843880,A,22.856,1.0,F,chrome,34.708
1779,839793,A,NaN,0.0,M,firefox,46.625
1780,910194,A,25.113,1.0,F,firefox,45.542
1781,901631,A,NaN,0.0,M,firefox,67.312
1782,844330,A,20.934,1.0,F,safari,25.484
1783,845666,A,24.663,1.0,M,firefox,43.382
1784,894308,A,23.540,1.0,M,chrome,37.991
1785,840164,A,NaN,0.0,M,firefox,49.021
1786,851534,A,18.906,1.0,M,safari,15.749
1787,881049,A,27.787,1.0,M,chrome,58.379
1788,869067,A,25.034,1.0,F,firefox,45.165
1789,878665,A,20.388,1.0,M,firefox,22.864
1790,854976,A,24.097,1.0,F,chrome,40.667
1791,857859,A,26.522,1.0,M,safari,52.308
1792,843351,A,21.021,1.0,M,safari,25.903
1793,862721,A,25.008,1.0,M,safari,45.039
1794,844955,A,22.356,1.0,F,chrome,32.310
1795,877631,A,23.610,1.0,F,safari,38.328
1796,869608,A,25.067,1.0,M,firefox,45.321
1797,875963,A,25.459,1.0,F,safari,47.201
1798,894154,A,23.823,1.0,F,firefox,39.351
1799,863560,A,25.682,1.0,F,chrome,48.274
1800,913143,A,NaN,0.0,M,chrome,54.816
1801,897191,A,24.303,1.0,M,chrome,41.653
1802,902753,A,28.579,1.0,F,safari,62.179
1803,845287,A,28.656,1.0,F,safari,62.547
1804,865147,A,23.928,1.0,F,firefox,39.856
1805,872771,A,23.405,1.0,M,firefox,37.346
1806,900376,A,20.840,1.0,M,chrome,25.030
1807,836308,A,24.684,1.0,F,firefox,43.481
1808,848766,A,24.091,1.0,F,safari,40.639
1809,849760,A,26.948,1.0,F,chrome,54.349
1810,866186,A,21.226,1.0,M,chrome,26.884
1811,888228,A,24.307,1.0,M,firefox,41.671
1812,875985,A,27.422,1.0,F,chrome,56.625
1813,906026,A,23.174,1.0,F,chrome,36.236
1814,853554,A,23.094,1.0,F,safari,35.852
1815,902118,A,NaN,0.0,M,safari,27.637
1816,881704,A,31.551,1.0,F,safari,76.447
1817,911189,A,23.131,1.0,M,chrome,36.030
1818,902633,A,21.749,1.0,M,chrome,29.396
1819,901521,A,22.990,1.0,F,safari,35.354
1820,908172,A,23.064,1.0,F,chrome,35.708
1821,882536,A,24.327,1.0,F,firefox,41.767
1822,911374,A,27.063,1.0,M,chrome,54.904
1823,835695,A,24.254,1.0,M,chrome,41.420
1824,848143,A,22.693,1.0,M,firefox,33.926
1825,854988,A,21.372,1.0,M,safari,27.584
1826,856257,A,25.055,1.0,F,chrome,45.262
1827,840927,A,NaN,0.0,M,safari,45.510
1828,900746,A,28.827,1.0,M,chrome,63.371
1829,890263,A,25.231,1.0,F,chrome,46.109
1830,906247,A,NaN,0.0,M,safari,43.812
1831,844940,A,22.373,1.0,M,safari,32.392
1832,889705,A,24.235,1.0,M,chrome,41.329
1833,878984,A,23.904,1.0,M,firefox,39.738
1834,904000,A,24.075,1.0,M,chrome,40.558
1835,883151,A,22.602,1.0,M,firefox,33.489
1836,851939,A,26.346,1.0,F,chrome,51.460
1837,890126,A,24.644,1.0,F,safari,43.291
1838,908154,A,NaN,0.0,M,firefox,42.596
1839,894081,A,20.715,1.0,F,chrome,24.431
1840,897200,A,26.234,1.0,F,safari,50.924
1841,896685,A,26.218,1.0,F,chrome,50.844
1842,867193,A,22.902,1.0,F,firefox,34.930
1843,858297,A,27.475,1.0,M,chrome,56.881
1844,913480,A,NaN,0.0,M,chrome,28.623
1845,848243,A,24.945,1.0,F,safari,44.738
1846,837960,A,24.322,1.0,F,safari,41.746
1847,895135,A,21.707,1.0,F,chrome,29.194
1848,840247,A,NaN,0.0,M,safari,47.276
1849,882900,A,29.256,1.0,M,safari,65.431
1850,904914,A,25.169,1.0,F,firefox,45.812
1851,853002,A,23.842,1.0,M,chrome,39.444
1852,901505,A,NaN,0.0,M,firefox,50.364
1853,900411,A,NaN,0.0,M,safari,46.269
1854,865819,A,NaN,0.0,M,chrome,45.333
1855,891220,A,23.936,1.0,F,safari,39.893
1856,901813,A,28.555,1.0,M,safari,62.064
1857,912087,A,26.141,1.0,F,safari,50.476
1858,913823,A,NaN,0.0,M,firefox,38.656
1859,890263,A,24.730,1.0,M,safari,43.704
1860,884237,A,23.148,1.0,M,chrome,36.110
1861,910203,A,23.479,1.0,M,firefox,37.701
1862,842622,A,23.398,1.0,F,safari,37.311
1863,874436,A,22.164,1.0,M,firefox,31.388
1864,855672,A,NaN,0.0,M,firefox,54.327
1865,893202,A,NaN,0.0,M,safari,41.508
1866,835573,A,26.385,1.0,F,chrome,51.650
1867,874980,A,23.325,1.0,F,safari,36.958
1868,853391,A,24.849,1.0,F,firefox,44.276
1869,908497,A,23.222,1.0,M,chrome,36.468
1870,858094,A,26.799,1.0,M,chrome,53.636
1871,836453,A,24.379,1.0,F,safari,42.019
1872,884105,A,23.173,1.0,M,firefox,36.230
1873,840232,A,NaN,0.0,M,chrome,25.300
1874,855693,A,25.689,1.0,M,firefox,48.308
1875,858686,A,23.229,1.0,M,safari,36.499
1876,842290,A,24.961,1.0,M,firefox,44.811
1877,892840,A,23.771,1.0,M,safari,39.099
1878,878137,A,27.385,1.0,F,chrome,56.450
1879,838948,A,26.360,1.0,M,chrome,51.530
1880,895845,A,26.118,1.0,M,chrome,50.367
1881,860241,A,NaN,0.0,M,safari,37.607
1882,848224,A,26.166,1.0,M,chrome,50.595
1883,887092,A,29.287,1.0,M,firefox,65.578
1884,876367,A,22.920,1.0,F,firefox,35.014
1885,841595,A,25.431,1.0,F,chrome,47.068
1886,913941,A,20.877,1.0,F,safari,25.209
